bigrams1,bigrams2,problaility
waynerobinson,nickswisher,0.001
waynerobinson,ccsabathia,0.001
waynerobinson,<,0.001
ahh,im,0.001
ahh,tired,0.001
ahh,cant,0.001
ahh,wont,0.001
ahh,go,0.001
ahh,sleep,0.001
im,back,0.001
im,cooking,0.001
im,camp,0.001
kelmul,daily,0.001
kelmul,struggle,0.001
kelmul,im,0.001
kelmul,trying,0.001
kelmul,<,0.001
kelmul,well,0.001
kelmul,see,0.001
kelmul,goes,0.001
4,yr,0.001
4,old,0.001
4,asked,0.001
4,bones,0.001
4,made,0.001
4,chickens,0.001
4,lol,0.001
martinamcbride,figured,0.001
martinamcbride,mine,0.001
martinamcbride,every,0.001
martinamcbride,chance,0.001
martinamcbride,get,0.001
martinamcbride,<,0.001
feel,roadtripping,0.001
feel,vegas,0.001
feel,lets,0.001
feel,go,0.001
feel,sexies,0.001
awwwwwwwwwwwwwwwwhhhhhhhhh,1000,0.001
awwwwwwwwwwwwwwwwhhhhhhhhh,update,0.001
muffinloser,sounds,0.001
muffinloser,delicious,0.001
good,race,0.001
good,couple,0.001
good,breaks,0.001
good,caught,0.001
good,front,0.001
good,group,0.001
good,4,0.001
good,5,0.001
good,laps,0.001
good,tactics,0.001
good,wrong,0.001
good,finished,0.001
good,pack,0.001
29,days,0.001
29,school,0.001
29,counted,0.001
29,<,0.001
29,get,0.001
29,june,0.001
29,26,0.001
huge,headache,0.001
huge,<,0.001
huge,cant,0.001
huge,miss,0.001
huge,school,0.001
huge,though,0.001
life,really,0.001
life,<,0.001
moving,home,0.001
moving,within,0.001
moving,6,0.001
moving,minutes,0.001
moving,today,0.001
moving,office,0.001
moving,600,0.001
moving,1900,0.001
listening,music,0.001
listening,memories,0.001
mickcornett,taking,0.001
mickcornett,kiddo,0.001
mickcornett,see,0.001
mickcornett,earth,0.001
mickcornett,afternoon,0.001
mickcornett,wolverine,0.001
mickcornett,came,0.001
mickcornett,<,0.001
mickcornett,bet,0.001
mickcornett,thats,0.001
mickcornett,good,0.001
mickcornett,choice,0.001
explodedsoda,may,0.001
explodedsoda,dense,0.001
explodedsoda,male,0.001
explodedsoda,twinkie,0.001
explodedsoda,weiner,0.001
explodedsoda,sandwich,0.001
explodedsoda,<,0.001
shahidkapoor,kaminey,0.001
shahidkapoor,releasing,0.001
shahidkapoor,around,0.001
shahidkapoor,july10,0.001
shahidkapoor,<,0.001
shahidkapoor,get,0.001
shahidkapoor,best,0.001
shahidkapoor,bday,0.001
shahidkapoor,gift,0.001
middle,nowhere,0.001
middle,really,0.001
middle,bad,0.001
middle,reception,0.001
middle,<,0.001
middle,tweeting,0.001
middle,getting,0.001
middle,difficult,0.001
verge,vsphere,0.001
verge,ga,0.001
verge,release,0.001
verge,configuring,0.001
verge,3,0.001
verge,<,0.001
verge,5u4,0.001
verge,cluster,0.001
leeadi,hopefully,0.001
leeadi,lighting,0.001
leeadi,candles,0.001
leeadi,2,0.001
leeadi,<,0.001
leeadi,30pm,0.001
leeadi,see,0.001
kimscriven,thanks,0.001
kimscriven,kim,0.001
kimscriven,try,0.001
kimscriven,every,0.001
ashwash,loving,0.001
ashwash,since,0.001
ashwash,months,0.001
ashwash,ago,0.001
mawbooks,also,0.001
mawbooks,vote,0.001
mawbooks,catching,0.001
mawbooks,fire,0.001
mawbooks,<,0.001
yayayay,ice,0.001
yayayay,cream,0.001
yayayay,truck,0.001
yayayay,came,0.001
yayayay,house,0.001
yayayay,<,0.001
yayayay,bad,0.001
yayayay,decision,0.001
yayayay,choosing,0.001
yayayay,spongebob,0.001
yayayay,though,0.001
yayayay,tasty,0.001
yayayay,looked,0.001
jodymal,yep,0.001
jodymal,seems,0.001
jodymal,working,0.001
jodymal,<,0.001
jodymal,less,0.001
jodymal,features,0.001
jodymal,really,0.001
jodymal,dont,0.001
jodymal,need,0.001
jodymal,fancy,0.001
jodymal,something,0.001
jodymal,works,0.001
paigeclay,haha,0.001
paigeclay,thatï¿½s,0.001
paigeclay,stupid,0.001
paigeclay,<,0.001
paigeclay,good,0.001
paigeclay,answer,0.001
paigeclay,gave,0.001
paigeclay,best,0.001
paigeclay,thing,0.001
paigeclay,fights,0.001
paigeclay,laugh,0.001
paigeclay,like,0.001
paigeclay,u,0.001
excited,tomorrow,0.001
excited,daddy,0.001
excited,taking,0.001
excited,shopping,0.001
excited,tell,0.001
excited,find,0.001
excited,perfect,0.001
excited,dress,0.001
excited,aaahhhhhhh,0.001
excited,im,0.001
excited,excited,0.001
wish,download,0.001
wish,sillett,0.001
wish,new,0.001
wish,version,0.001
wish,excellent,0.001
wish,shortwave,0.001
wish,log,0.001
wish,unfortunately,0.001
wish,link,0.001
wish,seems,0.001
wish,invisible,0.001
uberproject,dates,0.001
uberproject,year,0.001
uberproject,<,0.001
uberproject,working,0.001
levelsmc,ur,0.001
levelsmc,majorca,0.001
levelsmc,<,0.001
levelsmc,im,0.001
evie,poorly,0.001
evie,http//apps,0.001
evie,<,0.001
evie,facebook,0.001
evie,com/catbook/profile/view/620328,0.001
h0wreya,hey,0.001
h0wreya,ya,0.001
h0wreya,<,0.001
h0wreya,ãdv,0.001
h0wreya,twitteren,0.001
lizp02x,oh,0.001
lizp02x,man,0.001
lizp02x,sucks,0.001
lizp02x,<,0.001
lizp02x,im,0.001
lizp02x,hoping,0.001
lizp02x,go,0.001
lizp02x,school,0.001
lizp02x,happy,0.001
lizp02x,tomorrow,0.001
lizp02x,else,0.001
lizp02x,wont,0.001
lizp02x,good,0.001
lizp02x,ahhh,0.001
yay,survived,0.001
yay,sundown,0.001
yay,marathon,0.001
yay,applying,0.001
yay,quotcounterpainquot,0.001
fake,tanning,0.001
fake,yet,0.001
fake,<,0.001
ive,change,0.001
ive,mi,0.001
ive,pic,0.001
ive,boring,0.001
ive,last,0.001
ive,one,0.001
djspanky,u,0.001
djspanky,say,0.001
djspanky,mine,0.001
djspanky,lays,0.001
djspanky,lap,0.001
djspanky,dont,0.001
djspanky,problems,0.001
djspanky,shes,0.001
djspanky,good,0.001
djspanky,puppy,0.001
looks,toms,0.001
looks,gon,0.001
looks,na,0.001
looks,win,0.001
looks,good,0.001
looks,job,0.001
looks,mcflyers,0.001
looks,keep,0.001
looks,voting,0.001
looks,theyve,0.001
looks,picked,0.001
looks,top,0.001
looks,100,0.001
looks,xx,0.001
isnt,twitter,0.001
isnt,fast,0.001
isnt,psp,0.001
never,sad,0.001
never,glad,0.001
never,<,0.001
cant,stop,0.001
cant,thinking,0.001
cant,u,0.001
cant,love,0.001
cant,first,0.001
cant,sight,0.001
cant,mistake,0.001
cant,sure,0.001
cant,move,0.001
cant,fiancee,0.001
well,sleep,0.001
angry,sunshinerocker,0.001
angry,never,0.001
angry,answered,0.001
angry,<,0.001
angry,hmmff,0.001
come,buttonhamilton,0.001
come,hopefully,0.001
come,championship,0.001
come,bag,0.001
freelancerant,back,0.001
freelancerant,dead,0.001
freelancerant,indeed,0.001
freelancerant,im,0.001
freelancerant,mission,0.001
freelancerant,<,0.001
freelancerant,thanks,0.001
freelancerant,followfriday,0.001
freelancerant,love,0.001
kuwxlady125,<,0.001
kuwxlady125,omg,0.001
kuwxlady125,r,0.001
kuwxlady125,u,0.001
kuwxlady125,ok,0.001
kuwxlady125,physically,0.001
rattielovers,omg,0.001
rattielovers,didnt,0.001
rattielovers,think,0.001
rattielovers,could,0.001
rattielovers,serious,0.001
rattielovers,<,0.001
rattielovers,damn,0.001
rattielovers,take,0.001
rattielovers,asap,0.001
feeling,love,0.001
feeling,thank,0.001
feeling,props,0.001
feeling,rbs,0.001
feeling,replies,0.001
feeling,lisaworld,0.001
feeling,doreenatdms,0.001
feeling,ttimechitchat,0.001
feeling,pi,0.001
feeling,â,0.001
feeling,«,0.001
feeling,http//blip,0.001
feeling,fm/7nyu0,0.001
im,read,0.001
im,paper,0.001
im,havent,0.001
joined,one,0.001
joined,follow,0.001
watched,http//bit,0.001
watched,ly/bpp4d,0.001
watched,ly/gteb,0.001
watched,simultaniously,0.001
wish,money,0.001
wish,fridays,0.001
wish,game,0.001
going,min,0.001
going,withh,0.001
going,mmyy,0.001
going,friends,0.001
going,howw,0.001
going,cool,0.001
500th,update,0.001
500th,<,0.001
500th,tweet,0.001
pillow,smells,0.001
pillow,like,0.001
pillow,coffee,0.001
pillow,<,0.001
pauliecooks,quit,0.001
pauliecooks,smoking,0.001
pauliecooks,september,0.001
pauliecooks,<,0.001
pauliecooks,saw,0.001
pauliecooks,losing,0.001
pauliecooks,pounds,0.001
pauliecooks,eh,0.001
finished,hills,0.001
finished,finalethe,0.001
finished,last,0.001
finished,episode,0.001
finished,lauren,0.001
finished,mtv,0.001
finished,movie,0.001
finished,awards,0.001
finished,finalyyy,0.001
draganababy,sympathize,0.001
draganababy,work,0.001
draganababy,tomorrow,0.001
cleaninggirl,g,0.001
cleaninggirl,long,0.001
cleaninggirl,u,0.001
cleaninggirl,know,0.001
cleaninggirl,gon,0.001
cleaninggirl,na,0.001
cleaninggirl,happen,0.001
cleaninggirl,suppose,0.001
cleaninggirl,fine,0.001
cleaninggirl,auth,0.001
cleaninggirl,talked,0.001
cleaninggirl,killed,0.001
cleaninggirl,tea,0.001
cleaninggirl,amp,0.001
cleaninggirl,best,0.001
sisters,laws,0.001
sisters,house,0.001
sisters,car,0.001
sisters,tree,0.001
sisters,got,0.001
sisters,hit,0.001
sisters,lightning,0.001
sisters,last,0.001
sisters,night,0.001
sisters,<,0.001
sisters,aint,0.001
sisters,shit,0.001
sisters,lol,0.001
sisters,news,0.001
sisters,awww,0.001
sisters,sorry,0.001
dawnarmfield,guess,0.001
dawnarmfield,fun,0.001
dawnarmfield,toy,0.001
dawnarmfield,<,0.001
dawnarmfield,favourite,0.001
dawnarmfield,book,0.001
dawnarmfield,kid,0.001
dawnarmfield,old,0.001
dawnarmfield,atlas,0.001
dawnarmfield,site,0.001
dawnarmfield,awesome,0.001
go,home,0.001
go,buy,0.001
go,something,0.001
go,diyanah,0.001
go,http//tweet,0.001
go,sg,0.001
looking,sunday,0.001
looking,b/c,0.001
looking,weather,0.001
looking,warm,0.001
looking,sunny,0.001
says,boored,0.001
says,com/p/z2laq,0.001
jennaleight,neighbour,0.001
jennaleight,might,0.001
jennaleight,giving,0.001
jennaleight,good,0.001
jennaleight,view,0.001
jennaleight,lol,0.001
tinalaroo,spent,0.001
tinalaroo,last,0.001
tinalaroo,five,0.001
tinalaroo,hours,0.001
tinalaroo,trying,0.001
tinalaroo,unpack,0.001
tinalaroo,clothes,0.001
tinalaroo,still,0.001
tinalaroo,close,0.001
tinalaroo,<,0.001
thank,god,0.001
thank,tomorrow,0.001
thank,day,0.001
thank,<,0.001
thank,although,0.001
thank,im,0.001
thank,getting,0.001
thank,8,0.001
thank,9,0.001
thank,revise,0.001
battery,running,0.001
battery,still,0.001
battery,2,0.001
battery,hours,0.001
battery,boarding,0.001
battery,double,0.001
okay,im,0.001
okay,bedfordshire,0.001
okay,watch,0.001
okay,harry,0.001
okay,potter,0.001
okay,prisoner,0.001
okay,azkaban,0.001
okay,nighty,0.001
okay,night,0.001
okay,oh,0.001
okay,yea,0.001
okay,ive,0.001
okay,beaten,0.001
okay,loads,0.001
okay,times,0.001
okay,hmmx,0.001
song,day,0.001
song,<,0.001
song,quotits,0.001
song,wrong,0.001
song,alrightquot,0.001
song,michael,0.001
song,johns,0.001
song,miss,0.001
song,guy,0.001
song,lol,0.001
allabtanimation,http//in,0.001
allabtanimation,<,0.001
allabtanimation,groups,0.001
allabtanimation,yahoo,0.001
allabtanimation,com/group/thecomicsclub/,0.001
allabtanimation,shall,0.001
allabtanimation,update,0.001
allabtanimation,happens,0.001
going,eat,0.001
going,fajitas,0.001
going,glad,0.001
going,tonight,0.001
going,even,0.001
going,though,0.001
going,would,0.001
going,fun,0.001
going,torn,0.001
tedmurphy,crazy,0.001
made,official,0.001
made,going,0.001
made,edc,0.001
made,bummer,0.001
ugh,packing,0.001
ugh,sucks,0.001
omg,watched,0.001
omg,clip,0.001
omg,bret,0.001
omg,michaels,0.001
omg,tonys,0.001
omg,hope,0.001
omg,okay,0.001
hestheitboy,hi,0.001
hestheitboy,gil,0.001
jammedhands,good,0.001
jammedhands,episode,0.001
jammedhands,<,0.001
jammedhands,love,0.001
jammedhands,gilmore,0.001
jammedhands,girls,0.001
thehollyjohnson,excellent,0.001
thehollyjohnson,choice,0.001
thehollyjohnson,fantastic,0.001
thehollyjohnson,song,0.001
thehollyjohnson,<,0.001
thehollyjohnson,shall,0.001
thehollyjohnson,send,0.001
thehollyjohnson,quotpropquot,0.001
thehollyjohnson,way,0.001
gon,catch,0.001
gon,movie,0.001
gon,angels,0.001
gon,demons,0.001
gon,cant,0.001
gon,wait,0.001
oh,btw,0.001
oh,dont,0.001
oh,ill,0.001
oh,texts,0.001
oh,wedding,0.001
maynardcomau,boy,0.001
maynardcomau,thought,0.001
maynardcomau,knew,0.001
maynardcomau,better,0.001
maynardcomau,<,0.001
im,bumbed,0.001
im,lego,0.001
im,batman,0.001
im,sold,0.001
really,disneyland,0.001
really,bad,0.001
really,kid,0.001
someone,make,0.001
someone,cofffeeeeeee,0.001
laying,gon,0.001
laying,na,0.001
laying,ride,0.001
laying,bike,0.001
past,2,0.001
past,weeks,0.001
past,ive,0.001
past,trying,0.001
past,help,0.001
past,mom,0.001
past,find,0.001
past,song,0.001
past,obsessing,0.001
past,<,0.001
past,finally,0.001
past,tonight,0.001
past,justin,0.001
past,nozuka,0.001
past,im,0.001
past,good,0.001
hanshillen,use,0.001
hanshillen,voiceover,0.001
hanshillen,ctrloptionshiftm,0.001
hanshillen,<,0.001
hanshillen,know,0.001
hanshillen,theres,0.001
hanshillen,also,0.001
hanshillen,native,0.001
hanshillen,os,0.001
hanshillen,x,0.001
hanshillen,keystroke,0.001
hanshillen,escapes,0.001
hanshillen,right,0.001
really,cowboy,0.001
ok,hit,0.001
ok,sack,0.001
ok,3am,0.001
ok,london,0.001
ok,ive,0.001
ok,gym,0.001
ok,tomorrow,0.001
ok,six,0.001
ok,pack,0.001
ok,buried,0.001
ok,keg,0.001
roxerally,alright,0.001
roxerally,hun,0.001
roxerally,hope,0.001
roxerally,get,0.001
roxerally,sleep,0.001
myinnersexygirl,good,0.001
myinnersexygirl,morning,0.001
myinnersexygirl,<,0.001
myinnersexygirl,see,0.001
marpart67,lol,0.001
marpart67,new,0.001
marpart67,finger,0.001
marpart67,joints,0.001
marpart67,would,0.001
marpart67,help,0.001
marpart67,tho,0.001
finished,packing,0.001
finished,kids,0.001
finished,bags,0.001
finished,bonnaroo,0.001
finished,9,0.001
finished,days,0.001
finished,left,0.001
finished,till,0.001
finished,hit,0.001
finished,road,0.001
finished,counting,0.001
finished,anything,0.001
finished,fb,0.001
techconclave,sure,0.001
techconclave,wrong,0.001
techconclave,get,0.001
techconclave,spinning,0.001
techconclave,wheel,0.001
techconclave,nothing,0.001
techconclave,happens,0.001
techconclave,yt,0.001
techconclave,pm,0.001
techconclave,info,0.001
zackalltimelow,hell,0.001
zackalltimelow,would,0.001
zackalltimelow,people,0.001
zackalltimelow,make,0.001
zackalltimelow,fun,0.001
zackalltimelow,zack,0.001
zackalltimelow,<,0.001
zackalltimelow,im,0.001
zackalltimelow,literally,0.001
zackalltimelow,pouting,0.001
zackalltimelow,right,0.001
supernatural,http//twitpic,0.001
supernatural,com/6qdq6,0.001
supernatural,dont,0.001
supernatural,cry,0.001
supernatural,puppy,0.001
supernatural,hugs,0.001
changing,poopy,0.001
changing,diaper,0.001
changing,3am,0.001
changing,zane,0.001
changing,decided,0.001
changing,great,0.001
changing,time,0.001
changing,poop,0.001
changing,<,0.001
changing,im,0.001
changing,traumatized,0.001
changing,life,0.001
heart,shattered,0.001
heart,million,0.001
heart,little,0.001
heart,peices,0.001
nice,morning,0.001
nice,walk,0.001
nice,breeze,0.001
nice,n,0.001
nice,clear,0.001
nice,skies,0.001
nice,still,0.001
nice,done,0.001
nice,taxes,0.001
omfg,<,0.001
omfg,26,0.001
omfg,days,0.001
omfg,hose,0.001
omfg,dont,0.001
omfg,kno,0.001
omfg,thats,0.001
omfg,michael,0.001
omfg,jacksons,0.001
omfg,string,0.001
omfg,london,0.001
omfg,shows,0.001
omfg,ahhhhhh,0.001
omfg,yaaay,0.001
followers,lol,0.001
followers,suck,0.001
followers,<,0.001
getting,dtox,0.001
getting,sundays,0.001
getting,pool,0.001
getting,party,0.001
getting,radisson,0.001
getting,whittier,0.001
getting,ca,0.001
getting,opens,0.001
getting,spundae,0.001
getting,pres,0.001
getting,full,0.001
getting,moon,0.001
getting,voodoo,0.001
getting,tonight,0.001
getting,lv,0.001
question,day,0.001
question,exotic,0.001
question,city,0.001
question,indonesia,0.001
question,want,0.001
question,visit,0.001
question,<,0.001
wow,long,0.001
wow,weekend,0.001
wow,finally,0.001
wow,home,0.001
wow,relaxing,0.001
wow,movie,0.001
<,cammit,0.001
<,lunchtime,0.001
<,yet,0.001
<,squarespace,0.001
half,hour,0.001
half,<,0.001
half,getting,0.001
half,hot,0.001
half,outside,0.001
half,oh,0.001
half,jeeeeeeeze,0.001
half,gon,0.001
half,na,0.001
half,around,0.001
half,80,0.001
half,f,0.001
half,tomorrow,0.001
half,fail,0.001
way,cousins,0.001
way,debut,0.001
oooh,prototype,0.001
oooh,little,0.001
oooh,week,0.001
oooh,fuck,0.001
oooh,yeah,0.001
shopping,things,0.001
shopping,aly,0.001
shopping,need,0.001
shopping,want,0.001
shopping,gets,0.001
shopping,tonsils,0.001
shopping,tomorrow,0.001
ashleymoran,yeah,0.001
ashleymoran,<,0.001
ashleymoran,youre,0.001
ashleymoran,going,0.001
ashleymoran,get,0.001
ashleymoran,really,0.001
ashleymoran,bored,0.001
ashleymoran,listening,0.001
ashleymoran,voice,0.001
fantasmic,got,0.001
fantasmic,cleaned,0.001
fantasmic,looks,0.001
fantasmic,cool,0.001
fantasmic,shiny,0.001
fantasmic,xd,0.001
fantasmic,didnt,0.001
fantasmic,dragon,0.001
finger,stop,0.001
finger,bleeding,0.001
finger,please,0.001
finger,<,0.001
finger,cant,0.001
finger,play,0.001
finger,juno,0.001
migraine,still,0.001
migraine,laying,0.001
migraine,thinking,0.001
migraine,<,0.001
migraine,cats,0.001
migraine,racing,0.001
migraine,around,0.001
migraine,house,0.001
migraine,hungry,0.001
migraine,dq,0.001
migraine,rasp,0.001
migraine,sundae,0.001
migraine,hmm,0.001
migraine,http//mypict,0.001
migraine,me/54o0,0.001
martianlove,dang,0.001
martianlove,feel,0.001
martianlove,part,0.001
martianlove,community,0.001
martianlove,<,0.001
martianlove,thanks,0.001
martianlove,new,0.001
martianlove,follower,0.001
martianlove,good,0.001
martianlove,insight,0.001
martianlove,appreciate,0.001
williammm,girl,0.001
williammm,n,0.001
williammm,greeeeeeezy,0.001
âª,hey,0.001
âª,wan,0.001
âª,na,0.001
âª,rockstar,0.001
âª,rockstaaar,0.001
âª,<,0.001
âª,âª,0.001
âª,/vã­cio,0.001
wants,dougiwmcfly,0.001
wants,shout,0.001
wants,cause,0.001
wants,im,0.001
wants,bluffin,0.001
wants,muffin,0.001
wants,xd,0.001
wants,muhaha,0.001
back,floody,0.001
back,manila,0.001
back,pinatubo,0.001
back,cloudy,0.001
back,drizzly,0.001
back,weather,0.001
back,beautiful,0.001
back,http//plurk,0.001
back,com/p/xdjio,0.001
like,boom,0.001
like,pow,0.001
officially,put,0.001
officially,together,0.001
officially,epic,0.001
officially,playlist,0.001
officially,road,0.001
officially,trip,0.001
officially,hershey,0.001
officially,tomorrow,0.001
going,movies,0.001
going,see,0.001
going,17,0.001
alarm,didnt,0.001
alarm,go,0.001
alarm,<,0.001
alarm,missed,0.001
alarm,flight,0.001
alarm,morning,0.001
alarm,waiting,0.001
alarm,three,0.001
alarm,hrs,0.001
alarm,airport,0.001
alarm,next,0.001
alarm,one,0.001
goodtimesaregon,yeah,0.001
goodtimesaregon,going,0.001
goodtimesaregon,change,0.001
goodtimesaregon,password,0.001
goodtimesaregon,says,0.001
goodtimesaregon,old,0.001
goodtimesaregon,one,0.001
goodtimesaregon,wrong,0.001
goodtimesaregon,someonechangedit,0.001
goodtimesaregon,im,0.001
goodtimesaregon,afraid,0.001
goodtimesaregon,2,0.001
goodtimesaregon,log,0.001
tennisetviola,em,0.001
tennisetviola,<,0.001
tennisetviola,adrie,0.001
tennisetviola,man,0.001
tennisetviola,name,0.001
tennisetviola,dutchies,0.001
tennisetviola,sorry,0.001
fill,two,0.001
fill,hours,0.001
mynameisforge,crazy,0.001
mynameisforge,without,0.001
mynameisforge,story,0.001
little,kids,0.001
little,<,0.001
little,really,0.001
little,annoying,0.001
pfspleen,ha,0.001
pfspleen,much,0.001
pfspleen,better,0.001
pfspleen,man,0.001
pfspleen,<,0.001
pfspleen,although,0.001
pfspleen,im,0.001
pfspleen,good,0.001
pfspleen,databases,0.001
pfspleen,thats,0.001
pfspleen,school,0.001
cant,even,0.001
cant,watch,0.001
cant,hills,0.001
cant,cuz,0.001
cant,cable,0.001
cant,buttttttt,0.001
cant,online,0.001
cant,yay,0.001
david,archuleta,0.001
david,touch,0.001
david,hand,0.001
david,love,0.001
david,really,0.001
feels,like,0.001
feels,im,0.001
feels,getting,0.001
feels,<,0.001
feels,omg,0.001
feels,swear,0.001
feels,productive,0.001
feels,bang,0.001
feels,head,0.001
feels,brick,0.001
feels,wall,0.001
feels,cries,0.001
originalog,weather,0.001
originalog,wet,0.001
originalog,thunder,0.001
originalog,storms,0.001
originalog,15,0.001
originalog,degrees,0.001
originalog,celcius,0.001
originalog,today,0.001
originalog,crappy,0.001
originalog,seeing,0.001
originalog,long,0.001
originalog,weekend,0.001
says,cried,0.001
says,hard,0.001
says,last,0.001
says,night,0.001
says,eyes,0.001
says,hurt,0.001
says,com/p/1100lw,0.001
watchin,106,0.001
watchin,park,0.001
watchin,jeremih,0.001
watchin,cutie,0.001
gooooooddddd,sunday,0.001
gooooooddddd,afternoon,0.001
gooooooddddd,twigga,0.001
gooooooddddd,babies,0.001
going,ninight,0.001
going,xx,0.001
surferbabe,thanks,0.001
surferbabe,<,0.001
oh,may,0.001
oh,neda,0.001
oh,victims,0.001
oh,rip,0.001
everyones,fones,0.001
everyones,getting,0.001
everyones,ruined,0.001
everyones,including,0.001
everyones,mine,0.001
jessimikaaaa,hungry,0.001
jessimikaaaa,jacks,0.001
jessimikaaaa,<,0.001
jessimikaaaa,pavlova,0.001
ddlovato,btw,0.001
ddlovato,coming,0.001
ddlovato,summer,0.001
ddlovato,tour,0.001
ddlovato,demi,0.001
want,brother,0.001
want,play,0.001
want,sims,0.001
want,3,0.001
robinleaf,thanks,0.001
robinleaf,checking,0.001
robinleaf,furminator,0.001
robinleaf,website,0.001
robinleaf,let,0.001
robinleaf,know,0.001
robinleaf,questions,0.001
robinleaf,<,0.001
robinleaf,happy,0.001
robinleaf,chat,0.001
happy,moms,0.001
camping,rucksack,0.001
camping,airbed,0.001
camping,bought,0.001
camping,<,0.001
camping,tent,0.001
camping,definitely,0.001
camping,discussion,0.001
camping,cant,0.001
camping,big,0.001
camping,easy,0.001
camping,carry,0.001
woke,feelin,0.001
woke,groggy,0.001
woke,pleasant,0.001
woke,feeling,0.001
woke,still,0.001
woke,insanely,0.001
woke,tired,0.001
woke,bummer,0.001
woke,man,0.001
done,one,0.001
done,past,0.001
done,paper,0.001
done,another,0.001
done,5,0.001
done,mins,0.001
umahameed,lucky,0.001
umahameed,girl,0.001
umahameed,<,0.001
umahameed,say,0.001
umahameed,hi,0.001
umahameed,big,0.001
umahameed,ben,0.001
umahameed,pleaseee,0.001
tonight,good,0.001
tonight,chats,0.001
tonight,amazing,0.001
tonight,love,0.001
tonight,girlies,0.001
lisamariemary,well,0.001
lisamariemary,hello,0.001
lisamariemary,im,0.001
lisamariemary,glad,0.001
lisamariemary,pop,0.001
lisamariemary,twitter,0.001
lisamariemary,stream,0.001
lisamariemary,<,0.001
remembermeninab,haha,0.001
remembermeninab,nice,0.001
remembermeninab,<,0.001
remembermeninab,check,0.001
remembermeninab,dm,0.001
remembermeninab,sent,0.001
remembermeninab,yesterday,0.001
remembermeninab,get,0.001
sarahsaner,thats,0.001
sarahsaner,spirit,0.001
sarahsaner,send,0.001
sarahsaner,energy,0.001
sarahsaner,<,0.001
sarahsaner,got,0.001
sarahsaner,2,0.001
sarahsaner,take,0.001
sarahsaner,one,0.001
sarahsaner,dogs,0.001
sarahsaner,vets,0.001
sarahsaner,amp,0.001
sarahsaner,go,0.001
sarahsaner,work,0.001
sarahsaner,ugh,0.001
http//twitpic,com/66580,0.001
http//twitpic,best,0.001
http//twitpic,work,0.001
http//twitpic,haircut,0.001
maddancer,got,0.001
maddancer,ta,0.001
maddancer,give,0.001
maddancer,em,0.001
maddancer,credit,0.001
maddancer,morning,0.001
maddancer,daylight,0.001
maddancer,lovin,0.001
seemouserun,tried,0.001
seemouserun,jumping,0.001
seemouserun,without,0.001
seemouserun,trampoline,0.001
seemouserun,like,0.001
seemouserun,thud,0.001
seemouserun,shouldnt,0.001
seemouserun,eaten,0.001
seemouserun,cookie,0.001
seemouserun,<,0.001
seemouserun,http//myloc,0.001
seemouserun,me/1xiz,0.001
cindaily,uh,0.001
cindaily,<,0.001
cindaily,one,0.001
catching,paperwork,0.001
want,teddy,0.001
want,grahams,0.001
way,dallas,0.001
way,2,0.001
way,haf,0.001
way,hours,0.001
way,left,0.001
webaddict,johnny,0.001
webaddict,carson,0.001
webaddict,didnt,0.001
webaddict,want,0.001
webaddict,jay,0.001
webaddict,leno,0.001
webaddict,show,0.001
webaddict,im,0.001
webaddict,sure,0.001
webaddict,turning,0.001
webaddict,grave,0.001
webaddict,conan,0.001
im,overwhelmed,0.001
im,speak,0.001
im,englisch,0.001
im,page,0.001
im,language,0.001
im,understand,0.001
mmmbennodacock,cant,0.001
mmmbennodacock,believe,0.001
mmmbennodacock,actually,0.001
mmmbennodacock,followed,0.001
mmmbennodacock,asked,0.001
mmmbennodacock,<,0.001
mmmbennodacock,youre,0.001
mmmbennodacock,officially,0.001
mmmbennodacock,idol,0.001
mmmbennodacock,p,0.001
mmmbennodacock,loves,0.001
mmmbennodacock,username,0.001
xoxosa,whaaaaaa,0.001
xoxosa,<,0.001
xoxosa,fat,0.001
xoxosa,really,0.001
xoxosa,like,0.001
xoxosa,pleasantly,0.001
xoxosa,plump,0.001
bertadp,staying,0.001
bertadp,home,0.001
bertadp,lunch,0.001
bertadp,<,0.001
bertadp,think,0.001
bertadp,place,0.001
bertadp,1530,0.001
bertadp,hope,0.001
bertadp,see,0.001
bertadp,ya,0.001
mrsrrc,hes,0.001
mrsrrc,hot,0.001
mrsrrc,sexy,0.001
mrsrrc,ass,0.001
mrsrrc,actor,0.001
mrsrrc,<,0.001
mrsrrc,mmmmm,0.001
mrsrrc,yummy,0.001
woke,really,0.001
woke,bad,0.001
woke,sore,0.001
woke,throat,0.001
woke,right,0.001
woke,leave,0.001
woke,go,0.001
woke,college,0.001
walking,home,0.001
walking,allisons,0.001
walking,keys,0.001
chargerjenn,glad,0.001
chargerjenn,hear,0.001
chargerjenn,dave,0.001
chargerjenn,better,0.001
chargerjenn,wait,0.001
chargerjenn,tuesday,0.001
chargerjenn,show,0.001
chargerjenn,wednesday,0.001
chargerjenn,morning,0.001
tallwasp,<,0.001
tallwasp,werent,0.001
tallwasp,planning,0.001
tallwasp,going,0.001
tallwasp,bed,0.001
tallwasp,id,0.001
tallwasp,invite,0.001
tallwasp,alas,0.001
tallwasp,already,0.001
tallwasp,reading,0.001
want,pittsburgh,0.001
tommcfly,maybe,0.001
tommcfly,invite,0.001
tommcfly,rest,0.001
tommcfly,band,0.001
tommcfly,sleep,0.001
tommcfly,think,0.001
tommcfly,theyre,0.001
